all_numbers,document_value,probability,receipt,rosies_tweet,remark_value,total_net_value,total_value,document_id,last_update,year,applicant_id,congressperson_id,congressperson_name,congressperson_document,party,state,term_id,term,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_type,document_number,issue_date,month,installment,batch_number,passenger,leg_of_the_trip,suspicions,receipt_text,search_vector
[],84.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6774424.pdf'}",,0.0,84.0,0.0,6774424,2019-08-11T23:52:03.931871-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,NOSSO ITALIANO RESTAURANTE LTDA,30780486000199,4,7578,2019-02-26,2,0,1571969,,,,,
[],28.65,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6778932.pdf'}",,0.0,28.65,0.0,6778932,2019-08-11T23:52:04.317094-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,4,17400,2019-02-26,2,0,1573733,,,,,
[],65.78,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6786612.pdf'}",,0.0,65.78,0.0,6786612,2019-08-11T23:52:12.134673-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,21149,2019-02-26,2,0,1576637,,,,,
[],27.4,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6798471.pdf'}",,0.0,27.4,0.0,6798471,2019-08-11T23:52:20.089347-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,MARIETTA COM. DE ALIMENTOS LTDA,00683748000993,4,68602,2019-02-26,2,0,1581376,,,,,
[],25.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6773148.pdf'}",,0.0,25.0,0.0,6773148,2019-08-11T23:52:00.096674-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,GDTA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,18041089000108,4,206757,2019-02-25,2,0,1571878,,,,,
[],28.05,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3290/2019/6771428.pdf'}",,0.0,28.05,0.0,6771428,2019-08-11T23:51:59.953604-03:00,2019,3290,204400,ALINE SLEUTJES,443,PSL,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,67588,2019-02-25,2,0,1570657,,,,,
[],30.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6773296.pdf'}",,0.0,30.0,0.0,6773296,2019-08-11T23:52:03.845617-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,HADCO COMERCIO DE ALIMENTOS LTDA.,37505757000309,4,210258,2019-02-25,2,0,1571880,,,,,
[],51.5,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6771353.pdf'}",,0.0,51.5,0.0,6771353,2019-08-11T23:51:59.946803-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,MARIETTA COM. DE ALIMENTOS LTDA,00683748000993,4,46987,2019-02-25,2,0,1570596,,,,,
[],53.6,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771077.pdf'}",,0.0,53.6,0.0,6771077,2019-08-11T23:51:59.922354-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,Gcz Comercio De Alimentos Ltda,12323884000102,4,609516,2019-02-25,2,0,1570594,,,,,
[],28.49,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6778124.pdf'}",,0.0,28.49,0.0,6778124,2019-08-11T23:52:04.227930-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,4,32949,2019-02-25,2,0,1573322,,,,,
[],8.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6773122.pdf'}",,0.0,8.0,0.0,6773122,2019-08-11T23:52:00.094241-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,L V COMERCIAL LTDA ME,29205940000107,4,011777,2019-02-25,2,0,1571878,,,,,
[],8.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6773122.pdf'}",,0.0,8.0,0.0,6773122,2019-08-11T23:52:00.094241-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,L V COMERCIAL LTDA ME,29205940000107,4,011777,2019-02-25,2,0,1571878,,,,,
[],30.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6773143.pdf'}",,0.0,30.0,0.0,6773143,2019-08-11T23:52:00.096340-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,ZIBETTO PIZZARIA EIRELI,24377950000106,4,058168,2019-02-25,2,0,1571878,,,,,
[],29.99,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6771928.pdf'}",,0.0,29.99,0.0,6771928,2019-08-11T23:51:59.994450-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,CHAO DE ESTRELAS RESTAURANTE E PIZZARIA EIRELI,26512539000113,4,85022,2019-02-25,2,0,1570857,,,,,
[],65.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6773303.pdf'}",,0.0,65.0,0.0,6773303,2019-08-11T23:52:03.846461-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,CASARAO DA VILA RESTAURANTE LTDA - ME,27522923000160,4,39329,2019-02-25,2,0,1571880,,,,,
[],16.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6778242.pdf'}",,0.0,16.0,0.0,6778242,2019-08-11T23:52:04.240002-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,FRANCISCO BELTRAO PALACE HOTEL LTDA,05371149000109,4,18763,2019-02-24,2,0,1574110,,,,,
[],63.5,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6771193.pdf'}",,0.0,63.5,0.0,6771193,2019-08-11T23:51:59.932487-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,HOTEL SAN JUAN LTDA.,02489939000197,0,51943,2019-02-24,2,0,1570728,,,,,
[],46.9,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6771178.pdf'}",,0.0,46.9,0.0,6771178,2019-08-11T23:51:59.930784-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,MFT EMPREENDIMENTOS,19859870000491,4,308211,2019-02-24,2,0,1570730,,,,,
[],134.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6771110.pdf'}",,0.0,134.0,0.0,6771110,2019-08-11T23:51:59.925040-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,RESTAURANTE BENDITO MANGIARE,00581609000100,4,45142,2019-02-23,2,0,1570730,,,,,
[],20.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6778178.pdf'}",,0.0,20.0,0.0,6778178,2019-08-11T23:52:04.233330-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,VANESSA DE OLIVEIRA MORESCO,19687625000100,4,2279,2019-02-23,2,0,1574110,,,,,
[],29.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6774249.pdf'}",,0.0,29.0,0.0,6774249,2019-08-11T23:52:03.919999-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,SP PÁTIO COMÉRCIO DE ALIMENTOS LTDA. EPP,07400953000196,0,451052,2019-02-23,2,0,1572793,,,,,
[],29.5,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6783144.pdf'}",,0.0,29.5,0.0,6783144,2019-08-11T23:52:08.219284-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,FERNANDA RIBEIRO BELO DA SILVA - ME,22742098000195,4,89,2019-02-22,2,0,1575227,,,,,
[],120.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3330/2019/6785120.pdf'}",,0.0,120.0,0.0,6785120,2019-08-11T23:52:08.420603-03:00,2019,3330,204396,VERMELHO,455,PSD,PR,56,2019,13,Congressperson meal,0,,EUCLIDES FERLA E CIA LTDA,77833788000141,4,16183,2019-02-22,2,0,1576067,,,,,
[],49.54,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6771189.pdf'}",,0.0,49.54,0.0,6771189,2019-08-11T23:51:59.932035-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,PIER 69 EIRELE ME,31017730000129,4,822,2019-02-22,2,0,1570730,,,,,
[],13.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6778158.pdf'}",,0.0,13.0,0.0,6778158,2019-08-11T23:52:04.231043-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,CHURRASCARIA MORETTI LTDA,07521116000115,4,37271,2019-02-22,2,0,1574110,,,,,
[],120.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3330/2019/6785181.pdf'}",,0.0,120.0,0.0,6785181,2019-08-11T23:52:08.426488-03:00,2019,3330,204396,VERMELHO,455,PSD,PR,56,2019,13,Congressperson meal,0,,Zazen Restaurante Ltda ME,27866921000198,4,1580,2019-02-22,2,0,1576067,,,,,
[],13.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6778158.pdf'}",,0.0,13.0,0.0,6778158,2019-08-11T23:52:04.231043-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,CHURRASCARIA MORETTI LTDA,07521116000115,4,37271,2019-02-22,2,0,1574110,,,,,
[],22.96,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6771369.pdf'}",,0.0,22.96,0.0,6771369,2019-08-11T23:51:59.948327-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,Batel,07148205000168,4,702623,2019-02-22,2,0,1570596,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6772112.pdf'}",,0.0,62.35,0.0,6772112,2019-08-11T23:52:00.010029-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18454,2019-02-21,2,0,1570925,,,,,
[],40.59,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3290/2019/6771518.pdf'}",,0.0,40.59,0.0,6771518,2019-08-11T23:51:59.961659-03:00,2019,3290,204400,ALINE SLEUTJES,443,PSL,PR,56,2019,13,Congressperson meal,0,,MPZ SERVICOS DE ALIMENTACAO EIRELI ME,30147021000103,4,54296,2019-02-21,2,0,1570695,,,,,
[],29.9,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6771925.pdf'}",,0.0,29.9,0.0,6771925,2019-08-11T23:51:59.994210-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,INTERNATIONAL MEAL COMPANY ALIMENTACAO S A,17314329004460,4,199001,2019-02-21,2,0,1570857,,,,,
[],29.98,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6778257.pdf'}",,0.0,29.98,0.0,6778257,2019-08-11T23:52:04.241427-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,MARTIGNONI & GARCIA LTDA - EPP,24923527000156,4,12391,2019-02-21,2,0,1574110,,,,,
[],40.59,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3290/2019/6771518.pdf'}",,0.0,40.59,0.0,6771518,2019-08-11T23:51:59.961659-03:00,2019,3290,204400,ALINE SLEUTJES,443,PSL,PR,56,2019,13,Congressperson meal,0,,MPZ SERVICOS DE ALIMENTACAO EIRELI ME,30147021000103,4,54296,2019-02-21,2,0,1570695,,,,,
[],103.15,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3330/2019/6785130.pdf'}",,0.0,103.15,0.0,6785130,2019-08-11T23:52:08.421685-03:00,2019,3330,204396,VERMELHO,455,PSD,PR,56,2019,13,Congressperson meal,0,,RESTAURANTE ELDORADO GRILL LTDA - ME,26469407000156,4,8075,2019-02-21,2,0,1576067,,,,,
[],57.7,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6771361.pdf'}",,0.0,57.7,0.0,6771361,2019-08-11T23:51:59.947726-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,MIT COMERCIO DE ALIMENTOS LTDA,27402097000115,4,52171,2019-02-21,2,0,1570596,,,,,
[],36.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6771917.pdf'}",,0.0,36.0,0.0,6771917,2019-08-11T23:51:59.993763-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,JM - BAR E RESTAURANTE LTDA ME,03235130000100,4,38,2019-02-21,2,0,1570857,,,,,
[],33.06,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6773324.pdf'}",,0.0,33.06,0.0,6773324,2019-08-11T23:52:03.849386-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,ELBA ESPIRITO SANTO SARDINHA FERREIRA ME,01114253000159,4,40591,2019-02-21,2,0,1571880,,,,,
[],76.3,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771034.pdf'}",,0.0,76.3,0.0,6771034,2019-08-11T23:51:59.918810-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,CANTUCCI COMERCIO DE ALIMENTOS E VARIEDADES LTDA,13360660000125,4,18824,2019-02-20,2,0,1570593,,,,,
[],33.88,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3211/2019/6773299.pdf'}",,0.0,33.88,0.0,6773299,2019-08-11T23:52:03.845974-03:00,2019,3211,204387,SARGENTO FAHUR,464,PSD,PR,56,2019,13,Congressperson meal,0,,MARIETTA COM. DE ALIMENTOS LTDA,00683748001108,4,47306,2019-02-20,2,0,1571880,,,,,
[],15.78,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6768383.pdf'}",,0.0,15.78,0.0,6768383,2019-08-11T23:51:59.751773-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,4,32652,2019-02-20,2,0,1569561,,,,,
[],87.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6769528.pdf'}",,0.0,87.0,0.0,6769528,2019-08-11T23:51:59.838866-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,NOSSO ITALIANO RESTAURANTE LTDA,30780486000199,4,7117,2019-02-20,2,0,1570053,,,,,
[],14.33,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3290/2019/6771439.pdf'}",,0.0,14.33,0.0,6771439,2019-08-11T23:51:59.954572-03:00,2019,3290,204400,ALINE SLEUTJES,443,PSL,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,53646,2019-02-20,2,0,1570657,,,,,
[],77.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6769581.pdf'}",,0.0,77.0,0.0,6769581,2019-08-11T23:51:59.842475-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,BODEGA DE LA HABANA LTDA,30343414000184,4,2368,2019-02-20,2,0,1570134,,,,,
[],63.9,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6768638.pdf'}",,0.0,63.9,0.0,6768638,2019-08-11T23:51:59.771316-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,OUTBACK STEAKHOUSE RESTAURANTES BRASIL S/A,17261661004241,4,52167,2019-02-20,2,0,1569684,,,,,
[],69.21,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6771107.pdf'}",,0.0,69.21,0.0,6771107,2019-08-11T23:51:59.924677-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18384,2019-02-20,2,0,1570730,,,,,
[],98.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/831/2019/6769523.pdf'}",,0.0,98.0,0.0,6769523,2019-08-11T23:51:59.838421-03:00,2019,831,73466,RUBENS BUENO,460,CIDADANIA,PR,56,2019,13,Congressperson meal,0,,NOSSO ITALIANO RESTAURANTE LTDA,30780486000199,4,7118,2019-02-20,2,0,1570053,,,,,
[],63.9,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6768638.pdf'}",,0.0,63.9,0.0,6768638,2019-08-11T23:51:59.771316-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,OUTBACK STEAKHOUSE RESTAURANTES BRASIL S/A,17261661004241,4,52167,2019-02-20,2,0,1569684,,,,,
[],76.3,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771034.pdf'}",,0.0,76.3,0.0,6771034,2019-08-11T23:51:59.918810-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,CANTUCCI COMERCIO DE ALIMENTOS E VARIEDADES LTDA,13360660000125,4,18824,2019-02-20,2,0,1570593,,,,,
[],17.76,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3228/2019/6771018.pdf'}",,0.0,17.76,0.0,6771018,2019-08-11T23:51:59.917307-03:00,2019,3228,204411,FILIPE BARROS,450,PSL,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,4,32681,2019-02-20,2,0,1570593,,,,,
[],22.51,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6769575.pdf'}",,0.0,22.51,0.0,6769575,2019-08-11T23:51:59.842130-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,SILT SELF SERVICE EIRELI ME,07286731000194,4,20775,2019-02-20,2,0,1570134,,,,,
[],27.1,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2983/2019/6769342.pdf'}",,0.0,27.1,0.0,6769342,2019-08-11T23:51:59.825441-03:00,2019,2983,178928,CHRISTIANE DE SOUZA YARED,442,PL,PR,56,2019,13,Congressperson meal,0,,MARIETTA COM. DE ALIMENTOS LTDA,00683748000993,4,67522,2019-02-20,2,0,1569987,,,,,
[],69.21,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3229/2019/6771107.pdf'}",,0.0,69.21,0.0,6771107,2019-08-11T23:51:59.924677-03:00,2019,3229,204399,SCHIAVINATO,469,PP,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18384,2019-02-20,2,0,1570730,,,,,
[],61.43,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6769584.pdf'}",,0.0,61.43,0.0,6769584,2019-08-11T23:51:59.842706-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,MAIA & TAVARES LTDA,03247760000277,4,124769,2019-02-19,2,0,1570134,,,,,
[],62.35,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/3425/2019/6768212.pdf'}",,0.0,62.35,0.0,6768212,2019-08-11T23:51:59.738942-03:00,2019,3425,204418,LUIZÃO GOULART,463,PRB,PR,56,2019,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,4,18256,2019-02-19,2,0,1569512,,,,,
[],56.0,,"{'fetched': True, 'url': 'http://www.camara.gov.br/cota-parlamentar/documentos/publ/2238/2019/6768017.pdf'}",,0.0,56.0,0.0,6768017,2019-08-11T23:51:59.724027-03:00,2019,2238,160592,ZECA DIRCEU,468,PT,PR,56,2019,13,Congressperson meal,0,,OPORTUNIDADE COMERCIO DE ALIMENTOS LTDA:34144907000146,34144907000146,4,219440,2019-02-19,2,0,1569459,,,,,
